Client_ID	Покупатель
CL_17581	"ООО ""Совершенный час"" ИНН 48540161929"
CL_17591	"ООО ""Блестящий ресурс"" ИНН 9034182858"
CL_17601	"ООО ""Песня"" ИНН 22109221217"
CL_1761	"ПАО ""Язык"" ИНН 28019519551"
CL_17611	"ООО ""Совет"" ИНН 17470987678"
CL_17621	"ООО ""Неиссякаемая технология"" ИНН 92457554193"
CL_17631	"ООО ""Безраздельный инструмент"" ИНН 97689902086"
CL_17641	"ООО ""Рост"" ИНН 3551072829"
CL_17651	"ООО ""Неоценимый месяц"" ИНН 48879252517"
CL_17661	"ООО ""Музыка"" ИНН 71487414224"
CL_17671	"ООО ""Дивное море"" ИНН 28103094967"
CL_17681	"ООО ""Номер"" ИНН 65135494997"
CL_17691	"ООО ""Секунда"" ИНН 43041953423"
CL_17701	"ООО ""Солнце"" ИНН 39539627309"
CL_1771	"ООО ""Жизнь"" ИНН 62280707534"
CL_17711	"ООО ""Жгучое чудо"" ИНН 83119827418"
CL_17721	"ООО ""Неиссякаемая крыша"" ИНН 6770686728"
CL_17731	"ООО ""Традиция"" ИНН 60848945161"
CL_17741	"ООО ""Шанс"" ИНН 61615418631"
CL_17751	"ПАО ""Большой полет"" ИНН 46313617574"
CL_17761	"ООО ""Безмерная область"" ИНН 353319135"
CL_17771	"ООО ""Бескомпромиссная граница"" ИНН 46765133097"
CL_17781	"ПАО ""Безмятежная наука"" ИНН 1825110175"
CL_17791	"ООО ""Ремонт"" ИНН 7127760751"
CL_17801	"ПАО ""Райская мысль"" ИНН 24799444736"
CL_1781	"ООО ""Бесценная эпоха"" ИНН 69471015052"
CL_17811	"ООО ""Работник"" ИНН 82263986036"
CL_17821	"ООО ""Тотальная тенденция"" ИНН 13149711272"
CL_17831	"ООО ""Энергия"" ИНН 16096195672"
CL_17841	"ООО ""Сильная деревня"" ИНН 92549022295"
CL_17851	"ООО ""Невероятная атмосфера"" ИНН 81554723606"
CL_17861	"ООО ""Право"" ИНН 18166638627"
CL_17871	"ООО ""Двор"" ИНН 96742402497"
CL_17881	"ООО ""Центр"" ИНН 87173445870"
CL_17891	"ООО ""Жизненный рост"" ИНН 65219786783"
CL_17901	"ПАО ""Культура"" ИНН 51772701892"
CL_1791	"ООО ""Предприятие"" ИНН 46346031985"
CL_17911	"ООО ""Безмерная история"" ИНН 95972286236"
CL_17921	"ООО ""Тотальная картина"" ИНН 37833595289"
CL_17931	"ООО ""Традиция"" ИНН 94690370009"
CL_17941	"ООО ""Отменный труд"" ИНН 21936514819"
CL_17951	Не использовать!!! ДХШ им. В.А.Серова
CL_17961	"ООО ""Активный сотрудник"" ИНН 21350701216"
CL_17971	"АО ""Небывалая труба"" ИНН 27966183084"
CL_17981	"АО ""Человек"" ИНН 59722989967"
CL_17991	"ООО ""Неземная река"" ИНН 92990408581"
CL_18001	"ООО ""Щедрая труба"" ИНН 37108278446"
CL_1801	"ООО ""Правило"" ИНН 37205499813"
CL_18011	"ООО ""Бурная техника"" ИНН 77161168350"
CL_18021	"ООО ""Опыт"" ИНН 58295525183"
CL_18031	"ООО ""Впечатляющое колено"" ИНН 12595856653"
CL_18041	"ООО ""Экстраординарная газета"" ИНН 88323442296"
CL_18051	"ООО ""Кристальный угол"" ИНН 15620758422"
CL_18061	"ООО ""Невиданная лестница"" ИНН 35195615223"
CL_18071	"ООО ""Окно"" ИНН 45631737949"
CL_18081	"ООО ""Текст"" ИНН 45257467293"
CL_18091	"ООО ""Страна"" ИНН 34605539681"
CL_181	"АО ""Позиция"" ИНН 53166503196"
CL_18101	"ООО ""Исполинская роль"" ИНН 16487823107"
CL_1811	"ООО ""Прием"" ИНН 85476768350"
CL_18111	"ООО ""Жаркий цветок"" ИНН 71931448230"
CL_18121	"ООО ""Высший шаг"" ИНН 56753978558"
CL_18131	"ООО ""Друг"" ИНН 2003365117"
CL_18141	"ООО ""Участок"" ИНН 34205366203"
CL_18151	"ООО ""Решительная команда"" ИНН 50940886052"
CL_18161	"ООО ""Исполинское возвращение"" ИНН 89517078907"
CL_18171	"ООО ""Неограниченный вопрос"" ИНН 31731374943"
CL_18181	"ООО ""Истинная скорость"" ИНН 99553491448"
CL_18191	"ООО ""Ситуация"" ИНН 65921718975"
CL_18201	"ПАО ""Уважительный лидер"" ИНН 81367867479"
CL_1821	"ООО ""Безмятежная команда"" ИНН 7229545564"
CL_18211	"ООО ""Стопроцентный договор"" ИНН 71857371540"
CL_18221	"ООО ""Безопасность"" ИНН 56192326529"
CL_18231	"ООО ""Рынок"" ИНН 13036398627"
CL_18241	"ООО ""Момент"" ИНН 19884486387"
CL_18251	"ООО ""Неземной факт"" ИНН 65495775341"
CL_18261	"ООО ""Дом"" ИНН 87434480206"
CL_18271	"ООО ""Программа"" ИНН 38570455742"
CL_18281	"ООО ""Практика"" ИНН 30651873266"
CL_18291	"ООО ""Жгучий канал"" ИНН 32474017304"
CL_18301	"ООО ""Наука"" ИНН 79537131243"
CL_1831	"ООО ""Лестница"" ИНН 65060808114"
CL_18311	"ПАО ""Филигранная организация"" ИНН 98594203395"
CL_18321	"ООО ""Массовый подход"" ИНН 13334499311"
CL_18331	"ООО ""Прямой удар"" ИНН 14907216174"
CL_18341	"ООО ""Непобедимое хозяйство"" ИНН 65781803737"
CL_18351	"ООО ""Безопасность"" ИНН 14071560423"
CL_18361	"ООО ""Управление"" ИНН 5888514557"
CL_18371	"АО ""Статус"" ИНН 52167793561"
CL_18381	"ПАО ""Голова"" ИНН 92302322693"
CL_18391	"ООО ""Солидный самолет"" ИНН 23018432680"
CL_18401	"АО ""Чистая теория"" ИНН 31845222644"
CL_1841	"ООО ""Управление"" ИНН 15228944452"
CL_18411	"ООО ""Неделя"" ИНН 24769606676"
CL_18421	"ООО ""Безоговорочный свет"" ИНН 42635328138"
CL_18431	"ООО ""Высокая тема"" ИНН 80988219175"
CL_18441	"ООО ""Личность"" ИНН 99682163579"
CL_18451	"ООО ""Лето"" ИНН 68563265430"
CL_18461	"ООО ""Помощь"" ИНН 68997751439"
CL_18471	"ООО ""Коридор"" ИНН 69080343636"
CL_18481	"АО ""Бурный язык"" ИНН 83902334888"
CL_18491	"ПАО ""Художник"" ИНН 47536106263"
CL_18501	"ООО ""Квартира"" ИНН 14855619558"
CL_1851	"АО ""Месяц"" ИНН 4922612722"
CL_18511	"ООО ""Традиция"" ИНН 88227814679"
CL_18521	"ООО ""Карта"" ИНН 92201710701"
CL_18531	"ООО ""Впечатляющое направление"" ИНН 85496954355"
CL_18541	"ООО ""Задача"" ИНН 51257402771"
CL_18551	"ООО ""Крыша"" ИНН 58499575469"
CL_18561	"ООО ""Позиция"" ИНН 63639150380"
CL_18571	"ООО ""Щедрая надежда"" ИНН 59730760209"
CL_18581	"АО ""Безраздельный язык"" ИНН 88643530845"
CL_18591	"ООО ""Веская сторона"" ИНН 64375738750"
CL_18601	"ООО ""Первая позиция"" ИНН 70409534493"
CL_1861	"ПАО ""Исключительный стул"" ИНН 64201359740"
CL_18611	Не использовать!!!Московский НПЦ наркологии
CL_18621	"ООО ""Пламенное право"" ИНН 1539246394"
CL_18631	"ООО ""Бумага"" ИНН 43234456461"
CL_18641	"АО ""Возвращение"" ИНН 25314096650"
CL_18651	"АО ""Стол"" ИНН 15159608449"
CL_18661	"АО ""Экстраординарная функция"" ИНН 99762611474"
CL_18671	"ООО ""Газета"" ИНН 15394868211"
CL_18681	"ООО ""Договор"" ИНН 45399985920"
CL_18691	"ООО ""Голос"" ИНН 45765871313"
CL_18701	"ООО ""Непревзойденная природа"" ИНН 60753390760"
CL_1871	"ООО ""Дивная комиссия"" ИНН 67807181260"
CL_18711	"АО ""Крепкий документ"" ИНН 17372395328"
CL_18721	"АО ""Неисчерпаемая партия"" ИНН 79232376226"
CL_18731	"ООО ""Безупречный свет"" ИНН 81756756184"
CL_18741	"ООО ""Время"" ИНН 99679051071"
CL_18751	"ООО ""Собрание"" ИНН 31868756437"
CL_18761	"ООО ""Стальной материал"" ИНН 35405396057"
CL_18771	"АО ""Открытая правда"" ИНН 31912608046"
CL_18781	"ООО ""Подлинная республика"" ИНН 42039113792"
CL_18791	"ПАО ""Деталь"" ИНН 30960053013"
CL_18801	"ООО ""Кристальный мир"" ИНН 93828120115"
CL_1881	"ООО ""Полная встреча"" ИНН 5629162736"
CL_18811	"ООО ""Безмятежная модель"" ИНН 95930920225"
CL_18821	"ООО ""Пламенная проблема"" ИНН 97408157641"
CL_18831	"ООО ""Реализация"" ИНН 43851769458"
CL_18841	"ООО ""Солнце"" ИНН 95432581974"
CL_18851	"ПАО ""Восторженная точка"" ИНН 82280213608"
CL_18861	"ООО ""Ответственность"" ИНН 80697501959"
CL_18871	"ООО ""Рекордный свет"" ИНН 27223777578"
CL_18881	"ООО ""Немаловажный образ"" ИНН 35260577449"
CL_18891	"ПАО ""Весомое средство"" ИНН 41338373666"
CL_18901	"ООО ""Зеленая величина"" ИНН 85032645048"
CL_1891	"АО ""Субъект"" ИНН 81513041381"
CL_18911	"ООО ""Пламенная позиция"" ИНН 35923887819"
CL_18921	"ПАО ""Искусство"" ИНН 62565406834"
CL_18931	"ООО ""Ювелирная задача"" ИНН 66406892672"
CL_18941	"ООО ""Зрение"" ИНН 12074002826"
CL_18951	"ООО ""Сцена"" ИНН 93401073486"
CL_18961	"АО ""Поток"" ИНН 24130394472"
CL_18971	"ООО ""Непобедимый объем"" ИНН 24750895512"
CL_18981	"ООО ""Всемерный театр"" ИНН 14346512903"
CL_18991	"ООО ""Клуб"" ИНН 34370630884"
CL_19001	"ООО ""Острая улица"" ИНН 81301320978"
CL_1901	"ООО ""Сон"" ИНН 19891373081"
CL_19011	"ООО ""Судьба"" ИНН 1627377381"
CL_19021	"ООО ""История"" ИНН 50497425872"
CL_19031	"ООО ""Максимальное знание"" ИНН 12509094711"
CL_19041	"ООО ""Территория"" ИНН 49276196965"
CL_19051	"ООО ""Необыкновенный роман"" ИНН 58129212366"
CL_19061	"ООО ""Скорость"" ИНН 77086972640"
CL_19071	"ООО ""Истовый образ"" ИНН 30576388141"
CL_19081	"ООО ""Безукоризненное мнение"" ИНН 19302316986"
CL_19091	"АО ""Колесо"" ИНН 97231482037"
CL_191	"ООО ""Стопроцентный вид"" ИНН 10682262997"
CL_19101	"ООО ""Кабинет"" ИНН 11034762330"
CL_1911	"ООО ""Мировой подход"" ИНН 51059602478"
CL_19111	"АО ""Непередаваемое содержание"" ИНН 8113676621"
CL_19121	"ООО ""Отборная встреча"" ИНН 59144521504"
CL_19131	"ПАО ""Рекордный телефон"" ИНН 32731089966"
CL_19141	"ООО ""Парк"" ИНН 71599324511"
CL_19151	"ООО ""Одежда"" ИНН 22961887104"
CL_19161	"ООО ""Настоящий зал"" ИНН 59409742607"
CL_19171	"АО ""Первое строительство"" ИНН 78723337591"
CL_19181	"ООО ""Колено"" ИНН 89006248064"
CL_19191	"ООО ""Дорога"" ИНН 61897229439"
CL_19201	"ООО ""Всемерное чувство"" ИНН 70094808624"
CL_1921	"ООО ""Грандиозный костюм"" ИНН 74106365852"
CL_19211	"ООО ""Наивысшая сцена"" ИНН 94405344316"
CL_19221	"ПАО ""Неделя"" ИНН 42945573548"
CL_19231	"ПАО ""Решительная связь"" ИНН 73766064027"
CL_19241	"АО ""Астрономический курс"" ИНН 56039713253"
CL_19251	"ООО ""Труба"" ИНН 88886637947"
CL_19261	"АО ""Замечательная личность"" ИНН 29810249747"
CL_19271	"ООО ""Процент"" ИНН 11651350768"
CL_19281	"ООО ""Район"" ИНН 86429953915"
CL_19291	"ООО ""Массовый выход"" ИНН 98138715945"
CL_19301	"ООО ""Мир"" ИНН 17413450773"
CL_1931	"АО ""Сильная мысль"" ИНН 91469667799"
CL_19311	Не использовать!!!Московский государственный объединенный музей-заповедник
CL_19321	"ООО ""Отменная ситуация"" ИНН 10074729597"
CL_19331	"ООО ""Художник"" ИНН 65493391363"
CL_19341	"ООО ""Знак"" ИНН 57312708307"
CL_19351	"ООО ""Кодекс"" ИНН 41741617915"
CL_19361	"ООО ""Проект"" ИНН 63939163627"
CL_19371	"ООО ""Состав"" ИНН 38817431173"
CL_19381	"ООО ""Неповторимый зал"" ИНН 81321513518"
CL_19391	"ПАО ""Круг"" ИНН 85159649179"
CL_19401	"ООО ""Специалист"" ИНН 61836246072"
CL_1941	"ПАО ""Бесчисленная книга"" ИНН 17852621325"
CL_19411	"ООО ""Невообразимый парк"" ИНН 74716023857"
CL_19421	"ООО ""Образцовая ситуация"" ИНН 3446701534"
CL_19431	"ООО ""Дорога"" ИНН 5801506632"
CL_19441	"ООО ""Бурный проект"" ИНН 17233938368"
CL_19451	"АО ""Буйный выход"" ИНН 31812571628"
CL_19461	"ООО ""Богатый материал"" ИНН 87209031299"
CL_19471	"ПАО ""Кабинет"" ИНН 52332244280"
CL_19481	"ООО ""Массовая страна"" ИНН 10010011242"
CL_19491	"ООО ""Неиссякаемый успех"" ИНН 48736098564"
CL_19501	"ПАО ""Правило"" ИНН 49842927464"
CL_1951	"ООО ""Незаурядная партия"" ИНН 49883384666"
CL_19511	"ООО ""Центр"" ИНН 33964266329"
CL_19521	"ООО ""Бездонная вершина"" ИНН 25571903104"
CL_19531	"ПАО ""Твердое развитие"" ИНН 81094448363"
CL_19541	"ООО ""Секунда"" ИНН 35169612074"
CL_19551	"ООО ""Повод"" ИНН 54539196168"
CL_19561	"ООО ""Песня"" ИНН 64577692470"
CL_19571	"ООО ""Филигранное утро"" ИНН 66223434121"
CL_19581	"ООО ""Неисчерпаемая функция"" ИНН 98763705318"
CL_19591	"ООО ""Запредельное событие"" ИНН 59443774536"
CL_19601	"АО ""Рост"" ИНН 79004793664"
CL_1961	"АО ""Газета"" ИНН 30269142616"
CL_19611	"ПАО ""Начало"" ИНН 21842073868"
CL_19621	"ООО ""Праздник"" ИНН 8277460461"
CL_19631	"ООО ""Всесторонний воздух"" ИНН 45888029056"
CL_19641	"ООО ""Мастер"" ИНН 61628107209"
CL_19651	"ПАО ""Линия"" ИНН 79233441329"
CL_19661	"ООО ""Бескомпромиссное лето"" ИНН 62589290121"
CL_19671	"ООО ""Исполинский вариант"" ИНН 20352738813"
CL_19681	"ООО ""Бездонное участие"" ИНН 26924617548"
CL_19691	"ООО ""Исключительная голова"" ИНН 10945054812"
CL_19701	"ООО ""Наибольший поток"" ИНН 29210486872"
CL_1971	"ООО ""Роман"" ИНН 79660372588"
CL_19711	"АО ""Ювелирная глубина"" ИНН 18554506674"
CL_19721	"ООО ""Территория"" ИНН 24584967868"
CL_19731	"ООО ""Образцовое положение"" ИНН 15892528211"
CL_19741	"ПАО ""База"" ИНН 73741991953"
CL_19751	"ООО ""Роль"" ИНН 10172148319"
CL_19761	"АО ""Голос"" ИНН 81552284094"
CL_19771	"ООО ""Вид"" ИНН 11629811822"
CL_19781	"ПАО ""Чистый кабинет"" ИНН 93555702273"
CL_19791	"ООО ""Район"" ИНН 95148032446"
CL_19801	"ООО ""Бескомпромиссная сфера"" ИНН 65273779633"
CL_1981	"ООО ""Технология"" ИНН 3111543451"
CL_19811	"ПАО ""Лес"" ИНН 91487971436"
CL_19821	"АО ""Максимальная площадь"" ИНН 33986205460"
CL_19831	"АО ""Записная структура"" ИНН 46129829656"
CL_19841	"ООО ""Мировое исследование"" ИНН 63428826333"
CL_19851	"ООО ""Безбрежный роман"" ИНН 15993739871"
CL_19861	"ООО ""Немаловажная разработка"" ИНН 56171705008"
CL_19871	"ООО ""Яркий взгляд"" ИНН 81204573879"
CL_19881	"ООО ""Парк"" ИНН 61798742966"
CL_19891	"ООО ""Щедрое значение"" ИНН 76707540957"
CL_19901	"ООО ""Крепкая сказка"" ИНН 16183404650"
CL_1991	"ООО ""Исключительный полет"" ИНН 54389000258"
CL_19911	"ООО ""Трава"" ИНН 53760713520"
CL_19921	"ООО ""Набор"" ИНН 44990572232"
CL_19931	"ООО ""Деталь"" ИНН 52585620240"
CL_19941	"ООО ""Текст"" ИНН 97424003223"
CL_19951	"ООО ""Свойство"" ИНН 16313138425"
CL_19961	Не использовать!!!МГУ им. М.В. Ломоносова
CL_19971	"ООО ""Царский поезд"" ИНН 70280546003"
CL_19981	"ООО ""Герой"" ИНН 75963822467"
CL_19991	"ООО ""Истинный текст"" ИНН 76742760496"
CL_20001	"ООО ""Живая дорога"" ИНН 10945414340"
CL_2001	"ООО ""Мощная река"" ИНН 35371374716"
CL_20011	"ООО ""Товар"" ИНН 90799585675"
CL_20021	"ООО ""Настоящая операция"" ИНН 75901565931"
CL_20031	"ООО ""Кодекс"" ИНН 98592738253"
CL_20041	"ООО ""Безукоризненная формула"" ИНН 98459694001"
CL_20051	"ООО ""Ряд"" ИНН 45469404812"
CL_20061	"ООО ""Состояние"" ИНН 74300821551"
CL_20071	"ООО ""Жизненное дыхание"" ИНН 18981181868"
CL_20081	"ПАО ""Теория"" ИНН 15131048715"
CL_20091	"ООО ""Райский ответ"" ИНН 24151951078"
CL_201	"ООО ""Невозможный герой"" ИНН 77905205811"
CL_20101	"ООО ""Поле"" ИНН 8866812101"
CL_2011	"ООО ""Состав"" ИНН 28853258896"
CL_20111	"АО ""Рисунок"" ИНН 48649802671"
CL_20121	"ООО ""Железная причина"" ИНН 9389740866"
CL_20131	"ООО ""Наука"" ИНН 32500119695"
CL_20141	"ООО ""Связь"" ИНН 24152761887"
CL_20151	"ООО ""Область"" ИНН 78701105593"
CL_20161	"ООО ""Сказочная операция"" ИНН 81067385902"
CL_20171	"АО ""Неистощимый отдел"" ИНН 88202375003"
CL_20181	"ООО ""Космическая ситуация"" ИНН 78771796267"
CL_20191	"АО ""Вершина"" ИНН 88976853026"
CL_20201	"ООО ""Неповторимое кресло"" ИНН 7306858881"
CL_2021	"ООО ""Стойкая рука"" ИНН 15450783285"
CL_20211	"ООО ""Фотография"" ИНН 11897047279"
CL_20221	"ООО ""Неоценимая мера"" ИНН 50660571059"
CL_20231	"ООО ""Страница"" ИНН 45924212859"
CL_20241	"ООО ""Изумительная сказка"" ИНН 65223585859"
CL_20251	"ООО ""Сказочная сеть"" ИНН 69903237605"
CL_20261	"ПАО ""Работник"" ИНН 17027446616"
CL_20271	"ООО ""Поле"" ИНН 25273331066"
CL_20281	"ООО ""Действие"" ИНН 45730715533"
CL_20291	"АО ""Исключительное действие"" ИНН 91405978770"
CL_20301	"ООО ""Позиция"" ИНН 36367267573"
CL_2031	"ООО ""Дыхание"" ИНН 48783237335"
CL_20311	"ООО ""Школа"" ИНН 2258682490"
CL_20321	"ООО ""Мир"" ИНН 98726977711"
CL_20331	"ПАО ""Безраздельная профессия"" ИНН 87205490304"
CL_20341	"ООО ""Буйная вершина"" ИНН 15401090579"
CL_20351	"АО ""Железная песня"" ИНН 91281880479"
CL_20361	"ООО ""Набор"" ИНН 78753285444"
CL_20371	"ООО ""Центр"" ИНН 1161079449"
CL_20381	"ООО ""Шаг"" ИНН 29897754677"
CL_20391	"ООО ""Пламенная информация"" ИНН 10710106547"
CL_20401	"ООО ""Необычайный язык"" ИНН 57883496215"
CL_2041	"ПАО ""Тенденция"" ИНН 41581645764"
CL_20411	"ООО ""Безмятежная судьба"" ИНН 98518875770"
CL_20421	"ООО ""Значение"" ИНН 54635232638"
CL_20431	"ООО ""Искусство"" ИНН 85380911713"
CL_20441	"ООО ""Разговор"" ИНН 85408994429"
CL_20451	"ООО ""Совершенный язык"" ИНН 89131664091"
CL_20461	"ООО ""Операция"" ИНН 37554309922"
CL_20471	"ООО ""Небо"" ИНН 21314409284"
CL_20481	"ООО ""Первый комплекс"" ИНН 44637597715"
CL_20491	"ООО ""Закон"" ИНН 21954408141"
CL_20501	"ПАО ""Экономика"" ИНН 37837823568"
CL_2051	"ООО ""Союз"" ИНН 3523020547"
CL_20511	"ООО ""Титаническое счастье"" ИНН 42492412910"
CL_20521	"ООО ""Группа"" ИНН 97643010872"
CL_20531	"ПАО ""Ветер"" ИНН 78039499646"
CL_20541	"ООО ""Космический мастер"" ИНН 81270558492"
CL_20551	"ООО ""Черная страна"" ИНН 86822790737"
CL_20561	"ООО ""Неограниченный комплекс"" ИНН 33349153969"
CL_20571	"ООО ""Твердая мысль"" ИНН 51288287712"
CL_20581	"ООО ""Открытый час"" ИНН 74067602803"
CL_20591	"ООО ""Знание"" ИНН 22663239003"
CL_20601	"ООО ""Шанс"" ИНН 78053405404"
CL_2061	"ООО ""Структура"" ИНН 68733431502"
CL_20611	"АО ""Опыт"" ИНН 85634546863"
CL_20621	"ООО ""Сила"" ИНН 74514501461"
CL_20631	"ПАО ""Стоимость"" ИНН 364262833"
CL_20641	"ПАО ""Реализация"" ИНН 6884449002"
CL_20651	"АО ""Отсутствие"" ИНН 63875479886"
CL_20661	"АО ""Непревзойденная функция"" ИНН 62606845652"
CL_20671	"ПАО ""Требование"" ИНН 50249856079"
CL_20681	"ООО ""Кодекс"" ИНН 49643705958"
CL_20691	"ООО ""Канал"" ИНН 75339565717"
CL_20701	"АО ""Хороший стол"" ИНН 43141471723"
CL_2071	"ООО ""Час"" ИНН 96390332870"
CL_20711	"ООО ""Труба"" ИНН 69426373461"
CL_20721	"ООО ""Крыша"" ИНН 48144177335"
CL_20731	"ООО ""Окно"" ИНН 8787054451"
CL_20741	"ООО ""Филигранное течение"" ИНН 88445557124"
CL_20751	"ООО ""Значение"" ИНН 88101948839"
CL_20761	"ООО ""Одежда"" ИНН 91299056266"
CL_20771	"ООО ""Квартира"" ИНН 11035031255"
CL_20781	"ООО ""Громадное управление"" ИНН 7937122406"
CL_20791	"ООО ""Музыка"" ИНН 89470816934"
CL_20801	"ООО ""Богатырский кабинет"" ИНН 45651198826"
CL_2081	"ООО ""Небо"" ИНН 10541366055"
CL_20811	"ООО ""Участие"" ИНН 84680921919"
CL_20821	"ООО ""Безукоризненная сила"" ИНН 47461220749"
CL_20831	"ООО ""Фонд"" ИНН 89572881150"
CL_20841	"АО ""Невозможная группа"" ИНН 73463557387"
CL_20851	"ООО ""Свобода"" ИНН 56500313303"
CL_20861	"АО ""Бездонное небо"" ИНН 89722654991"
CL_20871	"ООО ""Особенность"" ИНН 20045060245"
CL_20881	"ООО ""Бурный центр"" ИНН 33173987207"
CL_20891	"АО ""Газета"" ИНН 11519080206"
CL_20901	"ООО ""Машина"" ИНН 44984995964"
CL_2091	"ООО ""Дотошное содержание"" ИНН 76272183709"
CL_20911	"ООО ""Личность"" ИНН 70638519288"
CL_20921	"ООО ""Надежный институт"" ИНН 51173618084"
CL_20931	"ООО ""Гигантская гора"" ИНН 27508906918"
CL_20941	"ООО ""Образцовая волна"" ИНН 62811088803"
CL_20951	"ООО ""Безопасность"" ИНН 51373621510"
CL_20961	"ООО ""Крутой интерес"" ИНН 78885181015"
CL_20971	"ООО ""Безграничное искусство"" ИНН 25946558523"
CL_20981	"ООО ""Волна"" ИНН 58608259650"
CL_20991	"ООО ""Запредельная стоимость"" ИНН 40909465099"
CL_21	"ООО ""Основательный поворот"" ИНН 79941627226"
CL_21001	"ООО ""Крутое строительство"" ИНН 15491858637"
CL_2101	"ООО ""Безбрежная цель"" ИНН 52567174761"
CL_21011	"ООО ""Содержание"" ИНН 98455561248"
CL_21021	"ООО ""Большой образ"" ИНН 67490790615"
CL_21031	"АО ""Сон"" ИНН 92355833291"
CL_21041	"ООО ""Надежный курс"" ИНН 91403922778"
CL_21051	"ООО ""Голова"" ИНН 6087851549"
CL_21061	"ООО ""Лицо"" ИНН 81105002554"
CL_21071	"ООО ""Неистощимый фактор"" ИНН 33999189940"
CL_21081	"ООО ""Железная дача"" ИНН 46658424094"
CL_21091	"ПАО ""Специалист"" ИНН 43147102087"
CL_211	"ООО ""Безудержная норма"" ИНН 9994512668"
CL_21101	"ООО ""Отборный поворот"" ИНН 65110994687"
CL_2111	"ООО ""Внимание"" ИНН 6067709175"
CL_21111	"ООО ""Команда"" ИНН 80763090033"
CL_21121	"ООО ""Массовое решение"" ИНН 12909701800"
CL_21131	"ООО ""Труд"" ИНН 35536004193"
CL_21141	"ООО ""Крепкая идея"" ИНН 93481759140"
CL_21151	"ООО ""Потрясающая дача"" ИНН 7306825904"
CL_21161	"ООО ""Стойкая станция"" ИНН 11208986255"
CL_21171	"ООО ""Исключительная станция"" ИНН 44670069339"
CL_21181	"ООО ""Производство"" ИНН 11012675154"
CL_21191	"ПАО ""Дыхание"" ИНН 99935680923"
CL_21201	"ООО ""Небывалое кино"" ИНН 18202080218"
CL_2121	"ООО ""Открытая связь"" ИНН 37956317172"
CL_21211	"ООО ""Редкая сила"" ИНН 85476084426"
CL_21221	"ООО ""История"" ИНН 50363144908"
CL_21231	"ПАО ""Добрый срок"" ИНН 9210850719"
CL_21241	"АО ""Вопрос"" ИНН 14020957532"
CL_21251	"ООО ""Высшое место"" ИНН 24721935512"
CL_21261	"ООО ""Вещь"" ИНН 50762266394"
CL_21271	"АО ""Всемерный пакет"" ИНН 74378481556"
CL_21281	"ООО ""Стопроцентная разработка"" ИНН 80927158986"
CL_21291	"ООО ""Жизненная фигура"" ИНН 97753773927"
CL_21301	"АО ""Мощный момент"" ИНН 56436622017"
CL_2131	"ООО ""Безграничный сад"" ИНН 77010955348"
CL_21311	"ООО ""Герой"" ИНН 11647405631"
CL_21321	"ООО ""Технология"" ИНН 96271987915"
CL_21331	"ООО ""Решительный сад"" ИНН 26950270423"
CL_21341	"АО ""Добрый комплекс"" ИНН 99759185338"
CL_21351	"АО ""Механизм"" ИНН 16380738185"
CL_21361	"ООО ""Ответ"" ИНН 99180068879"
CL_21371	"ООО ""Бесценный самолет"" ИНН 36263186267"
CL_21381	"ООО ""Канал"" ИНН 35809575337"
CL_21391	"ООО ""Всесторонний друг"" ИНН 48321518246"
CL_21401	"ООО ""Щедрая правда"" ИНН 89133874829"
CL_2141	"ООО ""Безоговорочный субъект"" ИНН 31160974036"
CL_21411	"ООО ""Государство"" ИНН 5804439063"
CL_21421	"ООО ""Непобедимый кодекс"" ИНН 59573336894"
CL_21431	"ООО ""Первоклассная личность"" ИНН 99176810658"
CL_21441	"ООО ""Безмятежная встреча"" ИНН 45819776108"
CL_21451	"ООО ""Удивительный автор"" ИНН 18187786932"
CL_21461	"ПАО ""Глубокий пакет"" ИНН 15723983823"
CL_21471	"ООО ""Основание"" ИНН 78218530418"
CL_21481	"ООО ""Запредельный металл"" ИНН 64708094947"
CL_21491	"ООО ""Всесторонное обстоятельство"" ИНН 39460075374"
CL_21501	"ООО ""Железный роман"" ИНН 3091518790"
CL_2151	"ПАО ""Совершенный автор"" ИНН 86417667509"
CL_21511	"ООО ""Кадр"" ИНН 43192460860"
CL_21521	"ООО ""Первый ресторан"" ИНН 9629885774"
CL_21531	"АО ""Курс"" ИНН 74599200884"
CL_21541	"ООО ""Внимание"" ИНН 95342457415"
CL_21551	"ООО ""Неистощимый отдел"" ИНН 13790107103"
CL_21561	"АО ""Объем"" ИНН 76668014807"
CL_21571	"ООО ""Восторженная земля"" ИНН 87452005122"
CL_21581	"ООО ""Событие"" ИНН 18456525242"
CL_21591	"АО ""Отборная атмосфера"" ИНН 48038222438"
CL_21601	"ООО ""Жизненный угол"" ИНН 16166110488"
CL_2161	"ООО ""Требование"" ИНН 57428370774"
CL_21611	"ООО ""Кадр"" ИНН 9706691899"
CL_21621	"АО ""Сад"" ИНН 77514830008"
CL_21631	"ООО ""Поворот"" ИНН 99214495300"
CL_21641	"ООО ""Литература"" ИНН 16969621413"
CL_21651	"ООО ""Громкая стоимость"" ИНН 37958279320"
CL_21661	"ООО ""Удивительная звезда"" ИНН 58998118130"
CL_21671	"ООО ""Книга"" ИНН 54190105068"
CL_21681	"ООО ""Неистощимая помощь"" ИНН 79947204564"
CL_21691	"ООО ""Исключительная информация"" ИНН 68146046240"
CL_21701	"ООО ""Сила"" ИНН 3235850221"
